id,rank,pop,core,names,name,source
51244,11814,44863,Y,"[""Bom Despacho""]",Bom Despacho,OSM
8032,11815,44855,Y,"[""Kogonwon-rodongjagu""]",Kogonwon-rodongjagu,OSM
19570,11816,44843,Y,"[""Wujiang""]",Wujiang,OSM
24005,11817,44843,Y,"[""Kachhauna Patseni""]",Kachhauna Patseni,Wikidata
42449,11818,44839,Y,"[""Asileke"", ""Gbede"", ""Abuduka"", ""Ojutaiye"", ""Igbon"", ""Gambari""]",Asileke-Gbede-Abuduka,OSM
10164,11819,44832,Y,"[""Neftchala""]",Neftchala,OSM
44607,11820,44827,Y,"[""Kudat""]",Kudat,OSM
36945,11821,44827,Y,"[""Joal-Fadiouth""]",Joal-Fadiouth,OSM
7706,11822,44826,Y,"[""L'Aquila""]",L'Aquila,OSM
19137,11823,44820,Y,"[""Mandi""]",Mandi,OSM
8544,11824,44816,Y,"[""Buston""]",Buston,OSM
51456,11825,44809,Y,"[""Congonhas""]",Congonhas,OSM
37241,11826,44807,Y,"[""Wukro Maray""]",Wukro Maray,OSM
19793,11827,44805,Y,"[""El Borj"", ""Diabate"", ""Dlalate"", ""Dar Ben Ali"", ""Douar Laarab"", ""Oulad Abbou"", ""Tamlalte"", ""Arou"", ""Ouled Grayne"", ""Ahl Ramel"", ""Khrarza"", ""El Bid"", ""Oulad Semmane"", ""Ain Seddaq"", ""Ali Brahim"", ""Sehabate"", ""Oulad Dahou"", ""Rouief"", ""Dar Ben Heddi"", ""El Kherba ida Oumenou"", ""Qrawit"", ""Lagfifat"", ""Oulad Ali"", ""Zragfa"", ""Ait Amghar""]",El Borj-Diabate-Dlalate,OSM
36609,11828,44792,Y,"[""Cherukupalle""]",Cherukupalle,OSM
40133,11829,44792,Y,"[""Kotagiri""]",Kotagiri,OSM
23441,11830,44788,Y,"[""Nueva Rosita""]",Nueva Rosita,OSM
43812,11831,44785,Y,"[""Girardota""]",Girardota,OSM
6638,11832,44783,Y,"[""Ust-Dzheguta""]",Ust-Dzheguta,OSM
5809,11833,44782,Y,"[""Perigueux""]",Perigueux,Geonames
34013,11834,44782,Y,"[""Raghunathpalli"", ""Nuagaon"", ""Sunapalli"", ""Kabisuryanagar"", ""Badaagula"", ""Sanamuktamalajemadeipur"", ""Jarada"", ""Santararatnapalli"", ""Banae"", ""Pithapur"", ""Badakarida"", ""Athagada Patna"", ""Gudiali"", ""Mohanapalli"", ""Rajpur""]",Raghunathpalli-Nuagaon-Sunapalli,OSM
33373,11835,44780,Y,"[""Salin""]",Salin,OSM
37552,11836,44779,Y,"[""GJak Ha""]",GJak Ha,Geonames
26577,11837,44779,Y,"[""Sojat""]",Sojat,OSM
3565,11838,44773,Y,"[""Boryspil""]",Boryspil,OSM
41302,11839,44770,Y,"[""Binalbagan""]",Binalbagan,OSM
50063,11840,44765,Y,"[""Jacobina""]",Jacobina,OSM
2720,11841,44749,Y,"[""Beckum"", ""Ennigerloh""]",Beckum-Ennigerloh,OSM
35314,11842,44746,Y,"[""Waw""]",Waw,OSM
15757,11843,44746,Y,"[""Fenglingdu""]",Fenglingdu,OSM
25987,11844,44737,Y,"[""Tanai""]",Tanai,OSM
44013,11845,44728,Y,"[""Goaso""]",Goaso,OSM
2571,11846,44726,Y,"[""Dover""]",Dover,OSM
39694,11847,44725,Y,"[""Ungwan Naino"", ""Madobi"", ""Musawa"", ""Bazanga"", ""Jengefe""]",Ungwan Naino-Madobi-Musawa,OSM
26085,11848,44723,Y,"[""Xinfang"", ""Yangchang""]",Xinfang-Yangchang,OSM
33809,11849,44722,Y,"[""Akole""]",Akole,OSM
7641,11850,44715,Y,"[""Ponferrada""]",Ponferrada,OSM
52069,11851,44713,Y,"[""Cornelio Procopio""]",Cornelio Procopio,Geonames
5299,11852,44711,Y,"[""Victoriaville""]",Victoriaville,OSM
41629,11853,44709,Y,"[""Zari""]",Zari,OSM
52861,11854,44708,Y,"[""Schweizer-Reneke""]",Schweizer-Reneke,OSM
4741,11855,44686,Y,"[""Fuyuan""]",Fuyuan,OSM
39990,11856,44686,Y,"[""Jawi""]",Jawi,OSM
12487,11857,44679,N,"[""Enid""]",Enid,OSM
45193,11858,44672,Y,"[""Kercha""]",Kercha,OSM
32502,11859,44672,Y,"[""Laihka""]",Laihka,OSM
3552,11860,44659,Y,"[""Shepetivka""]",Shepetivka,OSM
18995,11861,44647,Y,"[""Satiana""]",Satiana,OSM
51903,11862,44646,Y,"[""Campos do Jordao""]",Campos do Jordao,Geonames
32608,11863,44638,Y,"[""Xichang""]",Xichang,OSM
51104,11864,44634,Y,"[""Quirinopolis""]",Quirinopolis,Geonames
35429,11865,44632,Y,"[""Berriozabal""]",Berriozabal,Geonames
47792,11866,44628,Y,"[""Sanya Juu""]",Sanya Juu,OSM
21907,11867,44605,Y,"[""Fuling""]",Fuling,OSM
16051,11868,44579,Y,"[""Pizhuang Town""]",Pizhuang Town,Wikidata
1107,11869,44577,Y,"[""Nazarovo""]",Nazarovo,OSM
18635,11870,44575,Y,"[""Ait Ourir""]",Ait Ourir,OSM
36756,11871,44572,Y,"[""San Miguel""]",San Miguel,OSM
40625,11872,44569,Y,"[""Orodara""]",Orodara,OSM
41004,11873,44568,Y,"[""Akesta""]",Akesta,OSM
9157,11874,44565,Y,"[""Kesan""]",Kesan,Geonames
4536,11875,44552,Y,"[""Nadvirna""]",Nadvirna,OSM
12704,11876,44547,Y,"[""Bougaa"", ""Hammam Guergour"", ""Maoklane""]",Bougaa-Hammam Guergour-Maoklane,OSM
38228,11877,44544,Y,"[""Karkala""]",Karkala,OSM
49994,11878,44538,Y,"[""Mbinga""]",Mbinga,OSM
27385,11879,44536,Y,"[""Kursela""]",Kursela,OSM
49508,11880,44527,Y,"[""S8.0E26.7""]",S8.0E26.7,Coordinates (no geonames backup)
44355,11881,44527,Y,"[""N6.5E8.0 (Ngbo-Amokwo Okposieshi-Abarigwe)""]",N6.5E8.0 (Ngbo-Amokwo Okposieshi-Abarigwe),Coordinates (with geonames backup)
4665,11882,44522,Y,"[""Millerovo""]",Millerovo,OSM
46584,11883,44516,Y,"[""Sorek""]",Sorek,OSM
30026,11884,44511,Y,"[""Bagula""]",Bagula,OSM
42030,11885,44508,Y,"[""Pathanapuram""]",Pathanapuram,OSM
46710,11886,44507,Y,"[""Lambarene""]",Lambarene,OSM
16016,11887,44502,Y,"[""Xinzhuang"", ""Huangkou"", ""Yanji""]",Xinzhuang-Huangkou-Yanji,OSM
22365,11888,44497,Y,"[""mazorah""]",mazorah,OSM
681,11889,44489,Y,"[""Pereslavl-Zalessky""]",Pereslavl-Zalessky,OSM
45217,11890,44488,Y,"[""Ferfer""]",Ferfer,OSM
3453,11891,44481,Y,"[""Nysa""]",Nysa,OSM
46946,11892,44472,Y,"[""Balzar""]",Balzar,OSM
16778,11893,44472,Y,"[""Reasi""]",Reasi,OSM
38908,11894,44468,Y,"[""Taura""]",Taura,Geonames
20034,11895,44466,Y,"[""Rajana""]",Rajana,OSM
28312,11896,44464,Y,"[""Aron""]",Aron,OSM
23041,11897,44463,Y,"[""Huilong"", ""Xijiu"", ""Erlang""]",Huilong-Xijiu-Erlang,OSM
29144,11898,44461,Y,"[""Lingyun""]",Lingyun,OSM
10273,11899,44458,Y,"[""Laojunmiao""]",Laojunmiao,OSM
50364,11900,44443,Y,"[""Bom Jesus da Lapa""]",Bom Jesus da Lapa,OSM
2054,11901,44438,Y,"[""Hoogeveen""]",Hoogeveen,OSM
15761,11902,44437,Y,"[""Tongguan County""]",Tongguan County,OSM
44480,11903,44435,Y,"[""Kemba""]",Kemba,OSM
21295,11904,44433,Y,"[""Padampur""]",Padampur,OSM
14724,11905,44431,Y,"[""Liulin"", ""Zhangfeng"", ""Wanfeng""]",Liulin-Zhangfeng-Wanfeng,OSM
14949,11906,44431,Y,"[""Kurayoshi""]",Kurayoshi,OSM
33559,11907,44416,Y,"[""Maravatio""]",Maravatio,OSM
21174,11908,44415,Y,"[""Neyriz""]",Neyriz,OSM
5328,11909,44411,Y,"[""Nevers""]",Nevers,OSM
45643,11910,44410,Y,"[""Kuala Kangsar""]",Kuala Kangsar,OSM
31530,11911,44408,Y,"[""Daxing""]",Daxing,Geonames
8393,11912,44408,Y,"[""Komotini""]",Komotini,OSM
44936,11913,44406,Y,"[""Toru-Ndoro""]",Toru-Ndoro,OSM
42648,11914,44403,Y,"[""Sire""]",Sire,OSM
10437,11915,44400,Y,"[""Fuzhoucheng""]",Fuzhoucheng,OSM
12488,11916,44398,Y,"[""Stillwater""]",Stillwater,OSM
24259,11917,44385,Y,"[""Yanyuan""]",Yanyuan,OSM
32847,11918,44385,Y,"[""Apaseo el Alto""]",Apaseo el Alto,OSM
36553,11919,44383,Y,"[""Pamidi""]",Pamidi,OSM
48009,11920,44382,Y,"[""Russas""]",Russas,OSM
25935,11921,44377,Y,"[""Kathiatoli""]",Kathiatoli,OSM
48584,11922,44375,Y,"[""Kimbe""]",Kimbe,OSM
47691,11923,44375,Y,"[""Mangai""]",Mangai,OSM
45257,11924,44374,Y,"[""Ketereh""]",Ketereh,OSM
44173,11925,44365,Y,"[""Wesere"", ""Akoko"", ""Glogbo""]",Wesere-Akoko-Glogbo,OSM
31024,11926,44357,Y,"[""Barnagar""]",Barnagar,OSM
42664,11927,44350,Y,"[""Gatira""]",Gatira,OSM
42269,11928,44340,Y,"[""Ciudad Bolivia""]",Ciudad Bolivia,OSM
45833,11929,44340,Y,"[""Bute Town""]",Bute Town,OSM
36584,11930,44338,Y,"[""Darsi""]",Darsi,OSM
23179,11931,44336,Y,"[""Changshou""]",Changshou,OSM
31648,11932,44334,Y,"[""Luwu""]",Luwu,OSM
44393,11933,44325,Y,"[""Mbipgo"", ""Mbiye"", ""Warr"", ""Ndu"", ""Kakar"", ""Fuh"", ""Ngarum"", ""Jinego"", ""Manntumbo""]",Mbipgo-Mbiye-Warr,OSM
48528,11934,44312,Y,"[""Krui""]",Krui,OSM
39827,11935,44305,Y,"[""Warji""]",Warji,OSM
1781,11936,44303,Y,"[""Kinel""]",Kinel,OSM
19623,11937,44302,Y,"[""Erling""]",Erling,OSM
45907,11938,44291,Y,"[""Raub""]",Raub,OSM
27814,11939,44284,Y,"[""Luodian""]",Luodian,OSM
51454,11940,44271,Y,"[""Ouro Preto""]",Ouro Preto,OSM
5197,11941,44263,Y,"[""Kedong""]",Kedong,OSM
18971,11942,44258,Y,"[""Sukheke""]",Sukheke,OSM
45271,11943,44252,Y,"[""Papar""]",Papar,OSM
14423,11944,44251,Y,"[""Weiyuan""]",Weiyuan,OSM
32220,11945,44246,Y,"[""Amla""]",Amla,OSM
35665,11946,44243,Y,"[""Badami""]",Badami,OSM
5404,11947,44224,Y,"[""Meran - Merano""]",Meran - Merano,OSM
40489,11948,44215,Y,"[""Bachaquero""]",Bachaquero,OSM
50764,11949,44211,Y,"[""Murrupula""]",Murrupula,OSM
52820,11950,44210,Y,"[""Videira""]",Videira,OSM
2288,11951,44207,Y,"[""Sluck""]",Sluck,OSM
17132,11952,44196,Y,"[""Baishan""]",Baishan,OSM
41112,11953,44194,Y,"[""Oddanchatram""]",Oddanchatram,OSM
2257,11954,44188,Y,"[""Wiskitki""]",Wiskitki,OSM
40204,11955,44187,Y,"[""Chinnasalem""]",Chinnasalem,OSM
20324,11956,44184,Y,"[""Shigao""]",Shigao,OSM
42315,11957,44182,Y,"[""Tongo""]",Tongo,OSM
14074,11958,44179,Y,"[""Kais""]",Kais,OSM
32411,11959,44177,Y,"[""Raidandia"", ""Udala""]",Raidandia-Udala,OSM
10277,11960,44174,Y,"[""Gaotai""]",Gaotai,OSM
37711,11961,44169,Y,"[""Nioro du Rip""]",Nioro du Rip,OSM
24812,11962,44168,Y,"[""Nik Shahr""]",Nik Shahr,OSM
31876,11963,44163,Y,"[""Calvillo""]",Calvillo,OSM
23189,11964,44141,Y,"[""Gugang""]",Gugang,OSM
53067,11965,44135,Y,"[""Santiago""]",Santiago,OSM
25189,11966,44135,Y,"[""Babhnan""]",Babhnan,OSM
33396,11967,44132,Y,"[""Kalaw""]",Kalaw,OSM
2169,11968,44128,Y,"[""Peine""]",Peine,OSM
46891,11969,44124,Y,"[""Sungai Lumpur"", ""Dabo"", ""Batu Kacang"", ""Persing"", ""Tanjung Harapan"", ""Berindat"", ""Batu Berdaun""]",Sungai Lumpur-Dabo-Batu Kacang,OSM
32729,11970,44121,Y,"[""Rudong""]",Rudong,OSM
30774,11971,44119,Y,"[""San Cristobal""]",San Cristobal,Geonames
7810,11972,44113,Y,"[""Zugdidi""]",Zugdidi,OSM
18754,11973,44111,Y,"[""Rahat""]",Rahat,OSM
36798,11974,44110,Y,"[""Santiago Atitlan""]",Santiago Atitlan,Geonames
39448,11975,44105,Y,"[""La Punta"", ""Paraguaipoa""]",La Punta-Paraguaipoa,OSM
12733,11976,44104,Y,"[""Grarem Gouga""]",Grarem Gouga,OSM
32347,11977,44102,Y,"[""Balodabazar""]",Balodabazar,OSM
8983,11978,44092,Y,"[""Avila""]",Avila,Geonames
15382,11979,44073,Y,"[""Tuyserkan""]",Tuyserkan,OSM
16307,11980,44069,Y,"[""Maricopa""]",Maricopa,OSM
14033,11981,44055,Y,"[""'Ain Azel""]",'Ain Azel,Geonames
12498,11982,44053,N,"[""Joplin""]",Joplin,OSM
37367,11983,44049,Y,"[""Honnali""]",Honnali,OSM
32416,11984,44048,Y,"[""Anandpur"", ""Ghasipura""]",Anandpur-Ghasipura,OSM
1007,11985,44023,Y,"[""Kanash""]",Kanash,OSM
40906,11986,44008,Y,"[""Haraze""]",Haraze,OSM
12979,11987,44006,Y,"[""Al-Shaddadah""]",Al-Shaddadah,OSM
10106,11988,44006,Y,"[""Ararat""]",Ararat,OSM
593,11989,44006,Y,"[""Bonhill"", ""Alexandria"", ""Balloch""]",Bonhill-Alexandria-Balloch,OSM
44467,11990,43989,Y,"[""Gasuba""]",Gasuba,OSM
46730,11991,43987,Y,"[""Ubundu""]",Ubundu,OSM
41723,11992,43982,Y,"[""Panda""]",Panda,Wikidata
37232,11993,43981,Y,"[""Mendefera""]",Mendefera,OSM
40176,11994,43978,Y,"[""Aapakudal"", ""Kavunthapaadi""]",Aapakudal-Kavunthapaadi,OSM
21370,11995,43968,Y,"[""Barwala""]",Barwala,OSM
9985,11996,43967,Y,"[""Crotone""]",Crotone,OSM
15458,11997,43964,Y,"[""N33.9E69.1 (Mir Ghiyas Karez-Pad Khwab-e Shanah-Nowe Kala)""]",N33.9E69.1 (Mir Ghiyas Karez-Pad Khwab-e Shanah-Nowe Kala),Coordinates (with geonames backup)
6373,11998,43964,Y,"[""Rodez""]",Rodez,OSM
28970,11999,43961,Y,"[""Lala""]",Lala,OSM
29864,12000,43958,Y,"[""Muhammad Bazar""]",Muhammad Bazar,OSM
8245,12001,43954,Y,"[""Terranoa/Olbia""]",Terranoa/Olbia,OSM
7914,12002,43943,Y,"[""Karakol""]",Karakol,OSM
16633,12003,43939,Y,"[""Tulak""]",Tulak,OSM
8623,12004,43933,Y,"[""Luntai""]",Luntai,OSM
20922,12005,43929,Y,"[""Qingshanhu Street""]",Qingshanhu Street,OSM
48326,12006,43916,Y,"[""Quixeramobim""]",Quixeramobim,OSM
23026,12007,43907,Y,"[""Caijia""]",Caijia,OSM
7934,12008,43905,Y,"[""Sonid Right Banner""]",Sonid Right Banner,OSM
9677,12009,43894,Y,"[""Chosan-up""]",Chosan-up,OSM
43596,12010,43893,Y,"[""Gununo""]",Gununo,OSM
48140,12011,43892,Y,"[""Igunga""]",Igunga,OSM
12836,12012,43877,Y,"[""Menzel Temime""]",Menzel Temime,OSM
26960,12013,43876,Y,"[""Rajpur"", ""Sugahar""]",Rajpur-Sugahar,OSM
28830,12014,43873,Y,"[""Kendua""]",Kendua,OSM
25571,12015,43862,Y,"[""N26.35E85.21""]",N26.35E85.21,Coordinates (no geonames backup)
31705,12016,43847,Y,"[""Pingding""]",Pingding,OSM
34740,12017,43837,Y,"[""Oakshitpin""]",Oakshitpin,OSM
22900,12018,43833,Y,"[""Sendura""]",Sendura,OSM
34360,12019,43832,Y,"[""Peralvillo""]",Peralvillo,OSM
5362,12020,43817,Y,"[""Cluses""]",Cluses,OSM
2838,12021,43814,Y,"[""Nowa Sol""]",Nowa Sol,Geonames
18026,12022,43814,Y,"[""Qila Dewan Singh"", ""Tonganwali"", ""Godha"", ""Chabba Sindhwan"", ""Chak Chatha"", ""Nokhar""]",Qila Dewan Singh-Tonganwali-Godha,OSM
12576,12023,43812,N,"[""Campohermoso"", ""San Isidro de Nijar""]",Campohermoso-San Isidro de Nijar,OSM
45579,12024,43807,Y,"[""Ikotos""]",Ikotos,OSM
51703,12025,43807,Y,"[""Leopoldina""]",Leopoldina,OSM
44975,12026,43805,Y,"[""N5.4E6.8 (Opete-Sambreiro-Asa)""]",N5.4E6.8 (Opete-Sambreiro-Asa),Coordinates (with geonames backup)
31556,12027,43799,Y,"[""N22.3E104.1""]",N22.3E104.1,Coordinates (no geonames backup)
11692,12028,43793,Y,"[""Bucak""]",Bucak,OSM
47542,12029,43789,Y,"[""Masamba""]",Masamba,OSM
49080,12030,43789,Y,"[""Limoeiro""]",Limoeiro,OSM
15303,12031,43788,Y,"[""Al-Qusair""]",Al-Qusair,OSM
30158,12032,43788,Y,"[""Mathbarer Char""]",Mathbarer Char,OSM
48307,12033,43785,Y,"[""Grajau""]",Grajau,Geonames
32501,12034,43780,Y,"[""Mong Kung""]",Mong Kung,OSM
18185,12035,43777,Y,"[""Nanhe""]",Nanhe,OSM
43176,12036,43773,Y,"[""Kete Krachi""]",Kete Krachi,OSM
47482,12037,43755,Y,"[""Magu""]",Magu,OSM
555,12038,43753,Y,"[""Verkhnyaya Salda""]",Verkhnyaya Salda,OSM
52780,12039,43750,Y,"[""Villa Angela""]",Villa Angela,Geonames
12896,12040,43731,Y,"[""Silifke""]",Silifke,OSM
4648,12041,43730,Y,"[""Debaltseve""]",Debaltseve,OSM
45484,12042,43725,Y,"[""Ikang""]",Ikang,OSM
2338,12043,43724,Y,"[""Serdobsk""]",Serdobsk,OSM
5437,12044,43717,Y,"[""Zalaegerszeg""]",Zalaegerszeg,OSM
29233,12045,43708,Y,"[""Shitan""]",Shitan,OSM
8809,12046,43707,Y,"[""Myonggan-up""]",Myonggan-up,OSM
14221,12047,43703,Y,"[""Hawija""]",Hawija,OSM
16740,12048,43700,Y,"[""Kanoha"", ""Kallar Syedan""]",Kanoha-Kallar Syedan,OSM
42874,12049,43698,Y,"[""Krabi""]",Krabi,OSM
33966,12050,43693,Y,"[""Asifabad""]",Asifabad,OSM
50476,12051,43683,Y,"[""Sicuani""]",Sicuani,OSM
36370,12052,43679,Y,"[""At Tawilah""]",At Tawilah,OSM
39820,12053,43678,Y,"[""Samamiya""]",Samamiya,OSM
17179,12054,43672,Y,"[""Fengmiao"", ""Chantang""]",Fengmiao-Chantang,OSM
39095,12055,43667,Y,"[""Amde Werq""]",Amde Werq,OSM
45315,12056,43664,Y,"[""Barcelona"", ""La Tebaida""]",Barcelona-La Tebaida,OSM
41933,12057,43661,Y,"[""Shano""]",Shano,OSM
50100,12058,43652,Y,"[""Conda"", ""Saina"", ""Tocota"", ""Icuco"", ""Tari""]",Conda-Saina-Tocota,OSM
15833,12059,43646,Y,"[""Zhifang""]",Zhifang,OSM
2330,12060,43645,Y,"[""Gryazi""]",Gryazi,OSM
51771,12061,43636,Y,"[""Nova Andradina""]",Nova Andradina,OSM
37753,12062,43636,Y,"[""Markala""]",Markala,OSM
23736,12063,43635,Y,"[""Ferozepur Jhirka""]",Ferozepur Jhirka,OSM
29838,12064,43628,Y,"[""Gomoh"", ""Topchanchi""]",Gomoh-Topchanchi,OSM
26537,12065,43625,Y,"[""Khipro""]",Khipro,OSM
3688,12066,43615,N,"[""Courtenay""]",Courtenay,OSM
6996,12067,43615,Y,"[""Carcassonne""]",Carcassonne,OSM
11578,12068,43614,Y,"[""Mazara del Vallo""]",Mazara del Vallo,OSM
50521,12069,43606,Y,"[""Ipiau""]",Ipiau,Geonames
47783,12070,43601,Y,"[""Karatu"", ""Rhotia""]",Karatu-Rhotia,OSM
44731,12071,43600,Y,"[""Saint-Laurent-du-Maroni""]",Saint-Laurent-du-Maroni,OSM
31336,12072,43599,Y,"[""Khanpur"", ""Kalikapota"", ""Enayetpur"", ""Samashat"", ""Jalghara"", ""Tulyan""]",Khanpur-Kalikapota-Enayetpur,OSM
43380,12073,43593,Y,"[""Ajaokuta""]",Ajaokuta,OSM
47801,12074,43588,Y,"[""Voi""]",Voi,OSM
5603,12075,43588,Y,"[""Aral, Kazakhstan""]","Aral, Kazakhstan",OSM
45593,12076,43585,Y,"[""Mubarek""]",Mubarek,OSM
3932,12077,43585,Y,"[""Prostejov""]",Prostejov,Geonames
26044,12078,43582,Y,"[""Banqiao""]",Banqiao,OSM
49421,12079,43573,Y,"[""Pesqueira""]",Pesqueira,OSM
15288,12080,43571,Y,"[""Masyaf""]",Masyaf,OSM
33221,12081,43568,Y,"[""Chimur""]",Chimur,OSM
45776,12082,43562,Y,"[""Likati""]",Likati,OSM
26194,12083,43552,Y,"[""Lumaqiao"", ""Luhongshi""]",Lumaqiao-Luhongshi,OSM
3655,12084,43552,Y,"[""Ridder""]",Ridder,OSM
18560,12085,43548,N,"[""Izumi""]",Izumi,OSM
33065,12086,43547,Y,"[""Lasalgaon""]",Lasalgaon,OSM
49690,12087,43539,Y,"[""Alta Floresta""]",Alta Floresta,OSM
52353,12088,43538,Y,"[""Ludlow"", ""Thumalahashe"", ""Dumfries""]",Ludlow-Thumalahashe-Dumfries,OSM
23052,12089,43536,Y,"[""Zheng'an""]",Zheng'an,OSM
3033,12090,43528,Y,"[""Pugachyov""]",Pugachyov,OSM
35165,12091,43527,Y,"[""Nakrekal""]",Nakrekal,OSM
31902,12092,43522,Y,"[""San Jose Iturbide""]",San Jose Iturbide,Geonames
41709,12093,43516,Y,"[""Zok"", ""Wase""]",Zok-Wase,OSM
1739,12094,43516,Y,"[""Yefremov""]",Yefremov,OSM
24720,12095,43512,Y,"[""Roma""]",Roma,OSM
20827,12096,43510,Y,"[""Yuantan""]",Yuantan,OSM
20304,12097,43510,Y,"[""Qingchengshan""]",Qingchengshan,OSM
14923,12098,43507,Y,"[""Hyeonpung-eup"", ""Yuga-eup"", ""Nongong"", ""Guji-myeon""]",Hyeonpung-eup-Yuga-eup-Nongong,OSM
30185,12099,43505,Y,"[""Khowai""]",Khowai,OSM
8354,12100,43499,Y,"[""Ohrid""]",Ohrid,OSM
40177,12101,43497,Y,"[""Punjai Puliampatti""]",Punjai Puliampatti,OSM
45642,12102,43496,Y,"[""Sungai Siput""]",Sungai Siput,OSM
9290,12103,43494,Y,"[""Armavir""]",Armavir,OSM
51812,12104,43490,Y,"[""Santa Cruz do Rio Pardo""]",Santa Cruz do Rio Pardo,OSM
30448,12105,43488,Y,"[""Guancheng""]",Guancheng,OSM
491,12106,43479,Y,"[""Torzhok""]",Torzhok,OSM
18987,12107,43475,Y,"[""Raees Pura"", ""Sain Di Khui"", ""Roda"", ""Pathankot""]",Raees Pura-Sain Di Khui-Roda,OSM
14381,12108,43469,Y,"[""Tongren""]",Tongren,OSM
46715,12109,43469,Y,"[""Ewo""]",Ewo,OSM
16581,12110,43456,Y,"[""Balad Ruz""]",Balad Ruz,OSM
47272,12111,43452,Y,"[""Naranjal""]",Naranjal,OSM
192,12112,43452,Y,"[""Kotka""]",Kotka,OSM
35275,12113,43452,Y,"[""Ngathaingchaung""]",Ngathaingchaung,OSM
39075,12114,43451,Y,"[""Amba Georgis""]",Amba Georgis,OSM
23701,12115,43447,Y,"[""Khandela""]",Khandela,OSM
34758,12116,43443,Y,"[""Yae Kyi Kone"", ""Hpet Wun Kone"", ""Inn Kyaw"", ""Doe Tan"", ""Kyein Taw Hmyaung"", ""Thar Yar Kone"", ""Dar Dauk"", ""In Gyin Thar"", ""Bagan Kwe"", ""Za Yat Gyi"", ""Mar Lar Kone"", ""Tha Htay Kone"", ""Zee Kone"", ""Kin Mun Chon"", ""Moe Kaung"", ""Khon Su"", ""Min Kyaing"", ""Kyoet Pin Thar"", ""Koe Taing"", ""Naung Cho Seik""]",Yae Kyi Kone-Hpet Wun Kone-Inn Kyaw,OSM
38425,12117,43443,Y,"[""Phu Phong""]",Phu Phong,Geonames
20430,12118,43442,Y,"[""Taihe""]",Taihe,OSM
19625,12119,43441,Y,"[""Guozhuang""]",Guozhuang,OSM
17138,12120,43431,Y,"[""Hancun""]",Hancun,OSM
29445,12121,43430,Y,"[""Campo Florido"", ""Guanabo""]",Campo Florido-Guanabo,OSM
48212,12122,43428,Y,"[""Kemu"", ""Sukamarga"", ""Sinar Mulya"", ""Tanjung Raja"", ""Tanjung Baru"", ""Ulak Ata"", ""Suka Negeri"", ""Sri Menanti"", ""Pulau Panggung"", ""Sumber Sari"", ""Tanjung Waras"", ""Sidokayo"", ""Campang Delapan"", ""Muara Aman"", ""Sekipi"", ""Bonglai"", ""Sidomulyo"", ""Negeri Sungkai"", ""Gunung Baru"", ""Suka Menanti"", ""Dwikora"", ""Sukamaju"", ""Negeri Mulya"", ""Muara Dua"", ""Ulak Rengas"", ""Kebon Dalam""]",Kemu-Sukamarga-Sinar Mulya,OSM
42987,12123,43427,Y,"[""Santa Barbara""]",Santa Barbara,Geonames
37873,12124,43415,Y,"[""Gwadabawa""]",Gwadabawa,OSM
12447,12125,43407,Y,"[""Hollister""]",Hollister,OSM
24085,12126,43395,Y,"[""Pachperwa""]",Pachperwa,OSM
1599,12127,43393,Y,"[""Wismar""]",Wismar,OSM
44778,12128,43377,Y,"[""Lakota""]",Lakota,OSM
45706,12129,43371,Y,"[""Puerto Tejada"", ""Villa Rica""]",Puerto Tejada-Villa Rica,OSM
30417,12130,43368,Y,"[""Xiangzhou""]",Xiangzhou,OSM
47980,12131,43365,Y,"[""Coelho Neto""]",Coelho Neto,OSM
27812,12132,43362,Y,"[""Ziyun""]",Ziyun,OSM
46461,12133,43361,Y,"[""Bombo""]",Bombo,OSM
40058,12134,43354,Y,"[""Mistima""]",Mistima,OSM
6396,12135,43347,Y,"[""Carpentras""]",Carpentras,OSM
30858,12136,43342,Y,"[""Nizwa""]",Nizwa,OSM
28449,12137,43338,Y,"[""Nagar Untari""]",Nagar Untari,OSM
7993,12138,43331,Y,"[""Hongmei"", ""Shancheng"", ""Xiaoyang""]",Hongmei-Shancheng-Xiaoyang,OSM
40080,12139,43331,Y,"[""Logiya""]",Logiya,OSM
53751,12140,43329,Y,"[""Angol""]",Angol,OSM
48280,12141,43321,Y,"[""Bagua Grande""]",Bagua Grande,OSM
201,12142,43318,Y,"[""Sestroretsk""]",Sestroretsk,OSM
29905,12143,43308,Y,"[""Pursha"", ""Paraj"", ""Eral"", ""Sar"", ""Simnari"", ""Nurkona"", ""Rakona"", ""Korakdal"", ""Bolpur"", ""Shiuli"", ""Bhasapur"", ""Ranadi"", ""Jot Kolkol""]",Pursha-Paraj-Eral,Wikidata
15296,12144,43305,Y,"[""Safita""]",Safita,OSM
36403,12145,43300,Y,"[""Mapusa""]",Mapusa,OSM
34258,12146,43299,Y,"[""Agua Dulce""]",Agua Dulce,OSM
20642,12147,43298,Y,"[""Weishui""]",Weishui,OSM
53695,12148,43298,Y,"[""Queanbeyan""]",Queanbeyan,OSM
20123,12149,43293,Y,"[""Guru Har Sahai""]",Guru Har Sahai,OSM
22131,12150,43293,Y,"[""Zhouxi"", ""Xiyuan""]",Zhouxi-Xiyuan,OSM
33648,12151,43288,Y,"[""Sochiapa"", ""Totutla""]",Sochiapa-Totutla,OSM
34169,12152,43287,Y,"[""Nueva Italia de Ruiz""]",Nueva Italia de Ruiz,Geonames
